235,8,8,68.71308441701696,1
289,22,22,98.22648326172322,2
298,24,49,19.424813454610995,3
299,24,64,56.8615262435338,1
267,17,66,84.01035937803354,4
275,18,64,95.85708740132158,3
295,23,60,48.36713106661719,1
294,23,59,45.6944316422706,1
293,23,57,93.8181233094167,1
282,20,57,73.25796467936132,1
291,22,54,43.54371525935264,2
286,21,52,19.881788740643326,3
256,13,58,94.51696295673618,3
245,9,62,5.205780418326843,1
239,8,63,63.695834289133046,1
274,18,52,37.917673370948975,3
244,9,58,51.1337887860048,3
230,6,62,35.64602746355334,4
206,0,67,30.743803947545715,1
209,1,64,86.16245493394608,3
224,5,60,27.015489897642546,4
229,6,59,91.28209788716728,3
280,19,47,93.75434699027385,4
285,21,45,4.029066589557333,3
273,18,47,41.295210278093876,3
178,-10,-10,43.253399652841736,4
151,-23,-13,4.843840093694326,2
86,-41,-19,94.54443574692797,4
94,-39,-20,22.432638302590295,3
100,-38,-20,92.5200791527988,1
119,-34,-20,46.971271892361806,1
9,-61,-16,74.17412460843153,2
12,-60,-15,64.78261394532917,3
43,-50,-22,94.40222310165248,1
44,-50,-20,47.79068400819109,3
54,-48,-19,76.09778237202705,4
218,4,-4,1.949767003014419,2
296,24,-21,30.86559601237934,2
287,22,-15,88.73989375018485,1
268,18,-17,25.63758297987776,1
260,15,-18,97.29360053220711,4
297,24,-11,97.1836741493411,1
257,14,-17,42.67415384280559,1
262,16,-12,85.06280328320344,1
258,14,-13,61.245769778661945,4
240,9,-15,10.962592309780726,3
288,22,2,84.09236450719975,4
207,1,-17,53.693638447153596,2
234,8,-9,55.43487660970405,3
263,16,0,31.474866919565937,4
213,3,-13,70.17850542875526,4
197,-1,-17,43.816590403192144,1
191,-3,-16,24.03816144695882,2
247,11,-4,30.6889811691813,2
276,19,7,57.311445494707506,1
198,-1,-13,9.115840159680653,4
155,-22,6,59.13067255309149,3
63,-47,44,25.089377085038528,1
40,-51,38,95.21553319001237,3
45,-50,38,30.133497634844883,2
59,-48,39,86.64672490091947,3
78,-44,40,52.664182465873836,3
62,-47,33,20.515855428565935,1
32,-53,27,75.59944963599489,3
75,-45,48,41.13193094283212,1
31,-54,57,69.56184833324525,3
15,-60,60,71.54600406794283,4
14,-60,57,28.00635021352171,3
22,-57,58,29.806728671817694,2
18,-59,54,50.5124207046808,2
21,-57,56,82.37838953480012,1
8,-62,50,32.44685362133747,2
17,-59,52,54.12465402849186,4
20,-57,53,28.518890095025306,2
24,-56,49,60.40590479667165,1
