0, 22.000000, 11.714314, 32.965609, 2
1, 14.252502, 11.729035, 20.337312, 1
2, 15.209220, 11.347229, 13.416656, 1
3, 14.929599, 12.326840, 37.591714, 2
4, 15.099512, 10.871670, 31.732731, 2
5, 10.123368, 8.879677, 87.000000, 4
6, 10.038458, 11.796857, 33.077522, 2
7, 7.055075, 3.164404, 26.142411, 2
8, 3.427983, 3.103360, 51.302075, 3
9, 2.300470, 4.007773, 40.000000, 2
10, 14.980478, 3.857733, 36.874384, 2
11, 16.027535, 12.727572, 13.222719, 1
12, 8.079704, 2.868062, 29.147858, 2
13, 21.715908, 14.138502, 30.371556, 2
14, 11.486863, 12.541139, 13.521866, 1
15, 16.365466, 11.126021, 13.230923, 1
16, 16.933462, 11.428227, 27.719731, 2
17, 8.074920, 3.825727, 34.005522, 2
18, 16.148046, 11.674652, 38.962316, 2
19, 5.608355, 3.192182, 48.484425, 2
20, 17.515447, 11.346265, 13.384988, 1
21, 14.167617, 12.717442, 28.939756, 2
22, 13.067300, 11.456452, 33.186409, 2
23, 18.590713, 12.414700, 25.438650, 2
24, 19.778352, 10.718719, 30.146795, 2
25, 4.892337, 2.051519, 56.076700, 3
26, 13.588319, 11.103554, 29.755012, 2
27, 16.624950, 11.400728, 13.276075, 1
28, 18.505746, 11.288677, 13.828998, 1
29, 19.757490, 12.853541, 13.545636, 1
30, 15.874110, 11.063674, 13.225643, 1
31, 13.076197, 10.979417, 22.398524, 1
32, 14.530951, 8.641662, 64.506322, 3
33, 15.856024, 12.093725, 40.000000, 2
34, 8.811567, 0.680720, 38.070282, 2
35, 12.705023, 12.929660, 33.272039, 2
36, 12.899556, 8.475861, 80.831737, 4
37, 10.614103, 2.744945, 37.345336, 2
38, 15.536371, 13.021180, 13.229893, 1
39, 14.735830, 12.610305, 40.000000, 2
40, 3.638432, 2.439335, 40.000000, 2
41, 16.311153, 13.147328, 14.587804, 1
42, 14.988640, 11.590215, 13.938909, 1
43, 16.202920, 11.792697, 13.240887, 1
44, 12.146685, 10.796732, 27.984125, 2
45, 6.689319, 2.441706, 19.804139, 1
46, 5.769548, 3.581172, 30.687240, 2
47, 13.352938, 10.459123, 53.437924, 3
48, 12.916919, 11.431430, 19.521038, 1
49, 15.501016, 12.348441, 37.507440, 2
50, 22.000000, 11.265729, 13.841318, 1
51, 22.000000, 13.233297, 33.264935, 2
52, 18.978332, 11.537578, 40.000000, 2
53, 17.661152, 11.299380, 37.686833, 2
54, 1.041932, 0.876345, 51.863428, 3
