53,-40,73,71.00507957945763,1
66,-37,66,43.31840221562132,1
70,-36,69,35.9360659821079,1
72,-35,66,45.0009968376907,2
73,-35,69,26.006948633671925,4
76,-34,71,0.6637619452201973,2
83,-31,57,0.4101392289267858,3
89,-30,43,2.113024962406018,1
93,-29,41,16.15298833998482,2
95,-29,64,41.64636265496392,1
96,-29,66,20.23178103457669,3
368,-28,51,44.82426798251283,1
99,-28,57,79.72689238311392,2
100,-28,65,43.84592119836844,1
101,-28,72,24.14255701800117,1
379,-28,76,80.78910654593699,1
105,-27,55,6.692983066511514,2
367,-26,75,96.23435498236692,3
111,-25,57,65.92368578845768,2
112,-25,62,67.83101828462537,2
114,-24,49,13.395444939394496,3
357,-24,55,1.693702559058521,1
363,-23,57,9.065084709808241,3
360,-22,62,56.34110808564341,3
356,-21,50,94.24774446485702,1
371,-21,55,84.286412448022,3
125,-21,65,52.435821410892785,3
381,-19,53,90.50907101567972,4
362,-19,56,37.36349291881876,4
364,-18,63,72.93975050116639,3
391,-17,55,26.950563400350912,3
