79,-33,33,84.209479012551,1
82,-32,34,10.513632823826905,2
88,-30,34,56.19294439431175,1
107,-26,31,25.039631692498325,3
118,-23,23,80.8091233515766,2
350,-20,32,95.58268424066846,1
137,-16,23,44.08033789900047,1
145,-13,16,57.410158451267385,1
296,-12,-1,88.8886960376081,2
291,-10,0,22.091801998255246,1
146,-10,9,19.403108586841284,4
399,-10,11,76.9314196916489,1
152,-7,15,78.87684117527509,3
154,-6,8,62.07136093198341,3
155,-6,9,5.093321255833206,4
397,-6,15,91.34199425950756,1
288,-5,-2,43.42067015612137,4
386,-4,-1,28.937836273099403,2
161,-4,15,5.678499017066915,1
